No.,Date,Time,Header,Data,Unit
66,2016-07-26,10:12:06,ST,+00041.16,  g
67,2016-07-26,10:13:06,ST,+00041.87,  g
68,2016-07-26,10:14:06,US,+00042.57,  g
69,2016-07-26,10:15:06,ST,+00043.22,  g
70,2016-07-26,10:16:06,ST,+00043.94,  g
71,2016-07-26,10:17:06,ST,+00044.56,  g
72,2016-07-26,10:18:06,ST,+00045.28,  g
73,2016-07-26,10:19:06,ST,+00045.90,  g
74,2016-07-26,10:20:06,ST,+00046.62,  g
75,2016-07-26,10:21:06,ST,+00047.24,  g
76,2016-07-26,10:22:06,ST,+00047.96,  g
77,2016-07-26,10:23:06,ST,+00048.58,  g
78,2016-07-26,10:24:06,ST,+00049.30,  g
79,2016-07-26,10:25:06,US,+00050.01,  g
80,2016-07-26,10:26:06,ST,+00050.64,  g
81,2016-07-26,10:27:06,ST,+00051.35,  g
82,2016-07-26,10:28:06,ST,+00051.98,  g
83,2016-07-26,10:29:06,ST,+00052.69,  g
84,2016-07-26,10:30:06,ST,+00053.41,  g
85,2016-07-26,10:31:06,ST,+00054.03,  g
86,2016-07-26,10:32:06,ST,+00054.74,  g
87,2016-07-26,10:33:06,US,+00055.46,  g
88,2016-07-26,10:34:06,ST,+00056.08,  g
89,2016-07-26,10:35:06,ST,+00056.79,  g
90,2016-07-26,10:36:06,US,+00057.51,  g
91,2016-07-26,10:37:06,ST,+00058.13,  g
92,2016-07-26,10:38:06,ST,+00058.85,  g
93,2016-07-26,10:39:06,ST,+00059.56,  g
94,2016-07-26,10:40:06,ST,+00060.19,  g
95,2016-07-26,10:41:06,ST,+00060.90,  g
96,2016-07-26,10:42:06,ST,+00061.62,  g
97,2016-07-26,10:43:06,ST,+00062.33,  g
98,2016-07-26,10:44:06,ST,+00063.05,  g
99,2016-07-26,10:45:06,US,+00063.71,  g
100,2016-07-26,10:46:06,ST,+00064.39,  g
101,2016-07-26,10:47:06,ST,+00065.10,  g
102,2016-07-26,10:48:06,ST,+00065.82,  g
103,2016-07-26,10:49:06,ST,+00066.53,  g
104,2016-07-26,10:50:06,ST,+00067.24,  g
105,2016-07-26,10:51:06,ST,+00067.96,  g
106,2016-07-26,10:52:06,US,+00068.64,  g
107,2016-07-26,10:53:06,ST,+00069.30,  g
108,2016-07-26,10:54:06,ST,+00070.01,  g
109,2016-07-26,10:55:06,ST,+00070.73,  g
110,2016-07-26,10:56:06,ST,+00071.44,  g
111,2016-07-26,10:57:06,ST,+00072.16,  g
112,2016-07-26,10:58:06,ST,+00072.87,  g
113,2016-07-26,10:59:06,ST,+00073.59,  g
114,2016-07-26,11:00:06,ST,+00074.30,  g
115,2016-07-26,11:01:06,ST,+00075.01,  g
116,2016-07-26,11:02:06,ST,+00075.73,  g
117,2016-07-26,11:03:06,ST,+00076.44,  g
118,2016-07-26,11:04:06,ST,+00077.15,  g
119,2016-07-26,11:05:06,ST,+00077.86,  g
120,2016-07-26,11:06:06,ST,+00078.58,  g
121,2016-07-26,11:07:06,ST,+00079.29,  g
122,2016-07-26,11:08:06,ST,+00080.00,  g
123,2016-07-26,11:09:06,ST,+00080.71,  g
124,2016-07-26,11:10:06,ST,+00081.42,  g
125,2016-07-26,11:11:06,ST,+00082.14,  g
126,2016-07-26,11:12:06,ST,+00082.85,  g
127,2016-07-26,11:13:06,ST,+00083.56,  g
Axis,4,0,7200,-10,90,0,240,3,2,0
Date,2016/7/26 11:13:06
Memo,Remarks:,,,,,,,,,,
